0.000010, 1
0.000218, 2
0.000452, 3
0.000623, 4
0.001184, 5
0.001325, 6
0.001602, 7
0.001644, 7
0.002086, 7
0.002156, 1
0.002176, 1
0.002192, 1
0.002327, 1
0.002951, 8
0.002967, 8
0.003019, 8
0.003273, 1
0.003310, 1
0.003339, 1
0.003392, 2
0.004066, 5
0.004085, 5
0.004239, 5
0.004413, 5
0.004426, 5
0.004629, 5
0.004692, 5
0.004973, 6
0.005112, 6
0.005163, 6
0.005266, 6
0.005330, 6
0.005397, 6
0.005490, 7
0.005611, 7
0.005725, 7
0.005809, 7
0.005825, 7
0.005844, 7
0.006058, 1
0.006107, 1
0.006476, 4
0.007250, 3
0.007271, 3
0.007353, 3
0.008161, 4
0.008254, 4
0.008273, 4
0.008402, 4
0.008468, 4
0.008625, 4
0.008739, 4
0.008777, 4
0.008828, 4
0.009313, 2
0.009729, 3
0.009807, 3
0.009925, 3
0.010033, 3
0.010112, 3
0.010595, 2
0.011113, 3
0.011135, 3
0.011172, 3
0.011255, 1
0.011947, 4
0.012207, 4
0.012246, 4
0.012291, 4
0.013065, 3
0.013092, 3
0.013181, 3
0.013561, 3
0.013787, 4
0.014081, 4
0.014416, 4
0.014561, 4
0.014789, 5
0.014918, 5
0.014971, 5
0.014990, 5
0.015169, 1
0.015186, 1
0.016126, 6
0.016331, 6
0.016550, 6
0.016758, 1
0.016777, 1
0.017189, 5
0.017267, 5
0.017314, 5
0.017826, 1
0.019056, 6
0.019290, 6
0.019311, 6
0.019369, 1
0.019446, 2
0.019488, 2
0.019610, 2
0.019842, 3
0.020013, 3
0.020085, 3
0.020260, 3
0.020568, 1
0.021361, 4
0.021490, 4
0.021591, 4
0.021899, 4
0.021957, 4
0.022187, 5
0.022518, 5
0.022601, 5
0.022669, 5
0.022904, 5
0.023194, 6
0.023607, 6
0.023732, 6
0.023766, 6
0.023779, 6
0.023917, 1
0.023932, 1
0.023949, 1
0.024706, 7
0.025013, 7
0.025036, 7
0.025055, 7
0.025134, 1
0.025152, 1
0.025169, 1
0.025347, 1
0.026034, 8
0.026090, 8
0.026253, 8
0.026302, 8
0.026504, 8
0.026636, 8
0.026678, 8
0.026720, 8
0.026826, 8
0.026929, 8
0.027255, 9
0.027274, 9
0.027286, 9
0.027574, 1
0.027595, 1
0.027615, 1
0.027686, 1
0.027736, 1
0.028702, 8
0.028746, 8
0.028944, 8
0.029521, 1
0.029537, 1
0.029693, 5
0.029751, 5
0.030615, 4
0.030643, 4
0.030662, 4
0.030755, 4
0.030882, 4
0.031163, 4
0.031403, 4
0.031473, 5
0.031499, 5
0.031539, 5
0.031628, 1
0.031651, 1
0.032495, 6
0.032698, 6
0.032891, 6
0.032908, 6
0.032930, 6
0.033202, 1
0.033341, 4
0.033416, 4
0.034247, 3
0.034270, 3
0.034531, 3
0.034619, 3
0.034905, 3
0.035259, 4
0.036140, 4
0.036193, 4
0.036224, 4
0.036694, 2
0.036745, 2
0.036774, 2
0.037764, 4
0.037787, 4
0.037806, 4
0.037928, 4
0.038085, 4
0.038180, 4
0.038216, 4
0.038239, 4
0.038387, 1
0.038770, 5
0.038814, 5
0.038845, 5
0.038951, 1
0.039268, 4
0.039433, 4
0.039454, 4
0.041248, 5
0.041264, 5
0.041386, 5
0.041491, 5
0.041623, 5
0.041670, 5
0.041784, 5
0.041838, 5
0.042124, 6
0.042292, 6
0.042479, 6
0.043061, 1
0.043172, 4
0.043213, 4
0.043707, 3
0.043729, 3
0.043886, 3
0.044003, 1
0.044745, 4
0.044812, 4
0.044848, 4
0.045176, 1
0.045630, 5
0.046269, 5
0.046437, 5
0.046466, 5
0.046506, 5
0.046930, 1
0.047057, 3
0.048032, 4
0.048111, 4
0.048124, 4
0.048175, 4
